"usuario_id","idade","genero","historico_compras","categoria_preferida","tempo_na_plataforma","produtos_visualizados","nivel_atividade","realizou_compra","churn","produto_recomendado"
2132,58,"Feminino","Médio","Moda",5,25,"Baixo","Não","Não","B"
2133,55,"Masculino","Alto","Beleza",17,15,"Alto","Não","Não","D"
2134,33,"Masculino","Baixo","Moda",1,22,"Alto","Não","Não","E"
2135,51,"Feminino","Alto","Casa",5,19,"Alto","Sim","Sim","A"
2136,34,"Masculino","Baixo","Moda",9,23,"Médio","Não","Sim","A"
2137,63,"Feminino","Baixo","Eletrônicos",17,29,"Médio","Não","Não","B"
2138,58,"Masculino","Baixo","Esportes",4,22,"Médio","Não","Não","D"
2139,64,"Masculino","Baixo","Beleza",8,20,"Baixo","Sim","Não","D"
2140,60,"Feminino","Baixo","Moda",22,19,"Baixo","Não","Não","E"
2141,51,"Feminino","Alto","Beleza",20,21,"Médio","Sim","Não","C"
2142,58,"Feminino","Médio","Eletrônicos",12,20,"Baixo","Sim","Não","C"
2143,36,"Feminino","Baixo","Casa",10,19,"Médio","Sim","Sim","C"
2144,32,"Masculino","Baixo","Beleza",16,13,"Baixo","Sim","Sim","D"
2145,64,"Masculino","Baixo","Moda",3,24,"Alto","Não","Sim","B"
2146,49,"Masculino","Baixo","Moda",18,23,"Médio","Não","Não","E"
2147,59,"Feminino","Baixo","Beleza",16,16,"Médio","Não","Não","A"
2148,30,"Masculino","Médio","Beleza",3,25,"Alto","Sim","Não","E"
2149,29,"Masculino","Médio","Esportes",11,17,"Médio","Sim","Sim","D"
2150,44,"Feminino","Alto","Eletrônicos",21,19,"Alto","Não","Sim","D"
2151,55,"Masculino","Baixo","Moda",15,21,"Médio","Não","Sim","E"
2152,52,"Feminino","Baixo","Eletrônicos",16,18,"Baixo","Não","Não","B"
2153,33,"Masculino","Médio","Eletrônicos",20,19,"Médio","Não","Não","E"
2154,64,"Masculino","Médio","Casa",18,19,"Baixo","Não","Sim","D"
2155,21,"Masculino","Médio","Moda",19,17,"Médio","Não","Não","D"
2156,38,"Feminino","Médio","Eletrônicos",17,20,"Baixo","Sim","Sim","D"
2157,44,"Masculino","Alto","Beleza",5,20,"Baixo","Não","Não","D"
2158,57,"Masculino","Baixo","Moda",19,18,"Alto","Não","Não","E"
2159,32,"Masculino","Médio","Casa",15,25,"Médio","Não","Sim","B"
2160,35,"Masculino","Baixo","Esportes",12,25,"Médio","Sim","Sim","A"
2161,37,"Feminino","Baixo","Casa",21,22,"Baixo","Sim","Sim","E"
2162,37,"Feminino","Baixo","Casa",17,19,"Médio","Sim","Não","C"
2163,39,"Feminino","Alto","Moda",1,22,"Baixo","Sim","Sim","B"
2164,42,"Feminino","Alto","Eletrônicos",11,17,"Baixo","Não","Sim","B"
2165,57,"Feminino","Baixo","Beleza",20,23,"Baixo","Não","Sim","E"
2166,32,"Feminino","Baixo","Beleza",19,19,"Médio","Sim","Sim","E"
2167,26,"Masculino","Baixo","Esportes",9,23,"Baixo","Não","Não","B"
2168,49,"Feminino","Baixo","Esportes",4,20,"Médio","Não","Sim","E"
2169,23,"Masculino","Médio","Moda",20,19,"Baixo","Não","Sim","A"
2170,40,"Feminino","Baixo","Eletrônicos",1,21,"Alto","Não","Sim","C"
2171,39,"Feminino","Médio","Moda",12,19,"Médio","Sim","Não","B"
2172,22,"Feminino","Alto","Esportes",1,19,"Médio","Sim","Não","A"
2173,41,"Masculino","Baixo","Beleza",23,21,"Médio","Não","Não","C"
2174,32,"Feminino","Alto","Esportes",8,13,"Baixo","Não","Não","B"
2175,31,"Feminino","Alto","Moda",23,17,"Baixo","Sim","Sim","A"
2176,39,"Masculino","Baixo","Beleza",3,22,"Alto","Não","Não","C"
2177,60,"Feminino","Médio","Casa",2,15,"Alto","Não","Não","B"
2178,56,"Masculino","Médio","Moda",18,31,"Alto","Sim","Sim","E"
2179,38,"Masculino","Médio","Esportes",8,16,"Baixo","Não","Não","E"
2180,56,"Masculino","Médio","Moda",23,15,"Alto","Sim","Não","C"
2181,54,"Feminino","Baixo","Eletrônicos",9,16,"Alto","Sim","Sim","B"
2182,60,"Feminino","Baixo","Casa",18,23,"Médio","Não","Não","D"
2183,31,"Feminino","Baixo","Esportes",21,24,"Médio","Sim","Não","A"
2184,55,"Feminino","Médio","Eletrônicos",15,14,"Médio","Não","Não","D"
2185,29,"Feminino","Médio","Esportes",17,17,"Alto","Sim","Não","B"
2186,21,"Masculino","Médio","Moda",19,26,"Médio","Sim","Não","C"
2187,18,"Feminino","Baixo","Beleza",10,20,"Médio","Não","Não","E"
2188,50,"Feminino","Baixo","Casa",3,21,"Médio","Não","Sim","D"
2189,49,"Feminino","Alto","Esportes",13,13,"Médio","Sim","Não","A"
2190,56,"Feminino","Médio","Esportes",19,19,"Alto","Não","Não","B"
2191,40,"Masculino","Baixo","Moda",20,30,"Alto","Sim","Não","E"
2192,45,"Masculino","Baixo","Casa",5,16,"Médio","Sim","Não","A"
2193,53,"Feminino","Médio","Beleza",23,20,"Médio","Não","Não","B"
2194,64,"Feminino","Alto","Beleza",9,9,"Alto","Não","Não","E"
2195,57,"Masculino","Alto","Esportes",10,20,"Médio","Sim","Não","A"
2196,44,"Masculino","Médio","Moda",20,21,"Baixo","Sim","Não","A"
2197,36,"Feminino","Baixo","Eletrônicos",18,13,"Alto","Sim","Não","C"
2198,26,"Masculino","Baixo","Esportes",8,17,"Baixo","Não","Sim","E"
2199,21,"Masculino","Baixo","Moda",9,21,"Médio","Sim","Não","B"
2200,55,"Masculino","Baixo","Beleza",17,17,"Médio","Sim","Não","A"
2201,53,"Masculino","Alto","Casa",5,19,"Alto","Sim","Não","D"
2202,31,"Masculino","Médio","Beleza",17,13,"Alto","Sim","Sim","C"
2203,59,"Masculino","Médio","Casa",9,17,"Baixo","Não","Não","B"
2204,43,"Masculino","Baixo","Beleza",19,16,"Alto","Não","Não","C"
2205,26,"Feminino","Baixo","Beleza",13,30,"Alto","Sim","Sim","E"
2206,48,"Masculino","Baixo","Beleza",8,20,"Baixo","Sim","Sim","C"
2207,33,"Masculino","Médio","Esportes",6,17,"Baixo","Não","Sim","C"
2208,35,"Masculino","Médio","Eletrônicos",14,14,"Médio","Não","Sim","C"
2209,50,"Masculino","Médio","Moda",20,15,"Médio","Sim","Não","E"
2210,23,"Masculino","Baixo","Eletrônicos",5,19,"Baixo","Não","Não","D"
2211,21,"Feminino","Baixo","Beleza",11,23,"Alto","Sim","Não","A"
2212,26,"Masculino","Médio","Moda",16,21,"Alto","Não","Sim","C"
2213,21,"Masculino","Alto","Eletrônicos",20,15,"Alto","Sim","Sim","C"
2214,25,"Masculino","Médio","Casa",1,19,"Alto","Não","Não","A"
2215,35,"Masculino","Alto","Casa",4,25,"Baixo","Não","Não","B"
2216,51,"Feminino","Alto","Esportes",21,15,"Médio","Não","Sim","C"
2217,43,"Feminino","Alto","Beleza",9,20,"Médio","Não","Não","A"
2218,55,"Feminino","Baixo","Esportes",11,29,"Alto","Não","Sim","C"
2219,49,"Feminino","Baixo","Moda",21,23,"Baixo","Sim","Sim","B"
2220,45,"Masculino","Médio","Esportes",24,15,"Alto","Sim","Não","A"
2221,38,"Masculino","Baixo","Beleza",6,19,"Médio","Sim","Sim","C"
2222,24,"Feminino","Médio","Esportes",10,17,"Baixo","Não","Não","E"
2223,28,"Feminino","Médio","Moda",11,14,"Alto","Não","Não","C"
2224,40,"Masculino","Médio","Moda",23,25,"Alto","Não","Não","D"
2225,29,"Feminino","Médio","Moda",21,18,"Médio","Não","Sim","B"
2226,46,"Masculino","Baixo","Casa",24,14,"Alto","Não","Não","A"
2227,40,"Feminino","Médio","Beleza",4,21,"Alto","Sim","Sim","E"
2228,57,"Masculino","Baixo","Beleza",20,18,"Alto","Não","Sim","C"
2229,18,"Masculino","Baixo","Eletrônicos",20,28,"Médio","Sim","Não","D"
2230,53,"Feminino","Médio","Casa",5,27,"Médio","Sim","Não","B"
2231,64,"Masculino","Médio","Moda",18,21,"Baixo","Sim","Não","D"
2232,50,"Feminino","Médio","Beleza",14,20,"Médio","Sim","Sim","E"
2233,35,"Masculino","Baixo","Moda",9,22,"Médio","Sim","Sim","C"
2234,42,"Feminino","Médio","Eletrônicos",23,20,"Médio","Não","Não","E"
2235,51,"Feminino","Baixo","Beleza",21,18,"Médio","Sim","Não","B"
2236,37,"Masculino","Médio","Beleza",1,25,"Médio","Não","Sim","B"
2237,25,"Masculino","Médio","Casa",17,17,"Alto","Sim","Não","D"
2238,40,"Masculino","Baixo","Moda",24,32,"Médio","Sim","Não","A"
2239,23,"Feminino","Baixo","Eletrônicos",9,18,"Médio","Sim","Não","B"
2240,54,"Feminino","Médio","Casa",10,23,"Baixo","Não","Não","C"
2241,39,"Masculino","Alto","Moda",18,26,"Médio","Sim","Não","A"
2242,22,"Feminino","Médio","Moda",1,23,"Médio","Não","Sim","B"
2243,40,"Masculino","Baixo","Esportes",24,27,"Alto","Sim","Sim","E"
2244,58,"Masculino","Médio","Moda",20,15,"Baixo","Sim","Não","D"
2245,52,"Feminino","Médio","Moda",14,21,"Alto","Não","Não","A"
2246,48,"Feminino","Médio","Moda",9,18,"Médio","Sim","Sim","C"
2247,43,"Feminino","Alto","Moda",19,21,"Baixo","Sim","Não","E"
2248,63,"Feminino","Médio","Moda",13,15,"Alto","Sim","Sim","E"
2249,34,"Masculino","Médio","Eletrônicos",16,15,"Baixo","Sim","Não","B"
2250,33,"Masculino","Baixo","Casa",11,17,"Baixo","Sim","Sim","B"
2251,49,"Feminino","Médio","Casa",13,23,"Baixo","Sim","Não","A"
2252,43,"Masculino","Médio","Eletrônicos",8,22,"Baixo","Sim","Sim","A"
2253,50,"Feminino","Médio","Beleza",5,32,"Baixo","Sim","Sim","C"
2254,36,"Feminino","Médio","Beleza",8,20,"Médio","Sim","Não","E"
2255,53,"Masculino","Médio","Eletrônicos",5,24,"Baixo","Não","Não","C"
2256,57,"Feminino","Médio","Casa",15,13,"Baixo","Sim","Não","C"
2257,44,"Masculino","Baixo","Casa",15,24,"Alto","Não","Não","A"
2258,62,"Feminino","Baixo","Eletrônicos",6,15,"Médio","Sim","Não","C"
2259,33,"Masculino","Alto","Esportes",14,23,"Alto","Não","Não","C"
2260,55,"Masculino","Alto","Casa",14,18,"Alto","Não","Não","B"
2261,54,"Feminino","Baixo","Eletrônicos",8,22,"Alto","Sim","Não","A"
2262,57,"Masculino","Médio","Esportes",11,20,"Alto","Sim","Não","B"
2263,41,"Feminino","Alto","Casa",1,21,"Médio","Não","Não","B"
2264,18,"Feminino","Alto","Beleza",10,19,"Médio","Sim","Sim","A"
2265,49,"Feminino","Médio","Beleza",12,20,"Médio","Não","Não","A"
2266,47,"Feminino","Baixo","Beleza",7,14,"Médio","Sim","Não","B"
2267,20,"Feminino","Baixo","Esportes",11,14,"Médio","Não","Sim","B"
2268,36,"Feminino","Baixo","Esportes",1,26,"Médio","Não","Sim","E"
2269,31,"Masculino","Médio","Beleza",17,17,"Alto","Não","Sim","A"
2270,52,"Feminino","Baixo","Beleza",17,20,"Alto","Não","Sim","D"
2271,42,"Masculino","Alto","Moda",19,20,"Baixo","Sim","Sim","C"
2272,56,"Feminino","Baixo","Eletrônicos",11,26,"Baixo","Sim","Não","C"
2273,43,"Feminino","Alto","Esportes",7,26,"Alto","Sim","Não","E"
2274,23,"Masculino","Baixo","Casa",1,18,"Alto","Não","Sim","B"
2275,52,"Masculino","Médio","Eletrônicos",7,22,"Médio","Não","Sim","B"
2276,65,"Masculino","Alto","Moda",22,25,"Baixo","Não","Não","C"
2277,38,"Feminino","Médio","Eletrônicos",3,26,"Médio","Sim","Sim","A"
2278,22,"Feminino","Médio","Esportes",19,13,"Médio","Não","Não","B"
2279,45,"Masculino","Médio","Esportes",15,15,"Baixo","Sim","Não","A"
2280,58,"Masculino","Baixo","Beleza",24,15,"Baixo","Não","Não","B"
2281,63,"Masculino","Baixo","Esportes",11,17,"Médio","Sim","Não","E"
2282,60,"Masculino","Baixo","Esportes",6,19,"Baixo","Sim","Sim","B"
2283,37,"Feminino","Médio","Esportes",12,8,"Baixo","Sim","Não","E"
2284,29,"Masculino","Alto","Beleza",14,27,"Médio","Sim","Não","E"
2285,45,"Masculino","Baixo","Moda",10,15,"Baixo","Não","Não","A"
2286,29,"Masculino","Baixo","Eletrônicos",24,26,"Alto","Sim","Não","C"
2287,30,"Feminino","Baixo","Esportes",2,24,"Alto","Não","Não","C"
2288,38,"Feminino","Baixo","Beleza",6,17,"Médio","Não","Não","B"
2289,64,"Feminino","Médio","Esportes",13,16,"Médio","Não","Sim","B"
2290,50,"Masculino","Médio","Beleza",9,23,"Alto","Sim","Sim","D"
2291,44,"Feminino","Médio","Moda",20,20,"Médio","Não","Sim","D"
2292,29,"Feminino","Médio","Beleza",9,19,"Alto","Sim","Sim","D"
2293,49,"Masculino","Médio","Eletrônicos",23,18,"Médio","Sim","Sim","C"
2294,46,"Feminino","Baixo","Esportes",7,16,"Alto","Não","Não","E"
2295,64,"Feminino","Baixo","Moda",4,21,"Médio","Não","Não","C"
2296,64,"Feminino","Baixo","Esportes",21,22,"Médio","Sim","Sim","E"
2297,26,"Feminino","Baixo","Casa",24,24,"Médio","Não","Não","C"
2298,48,"Feminino","Baixo","Beleza",16,20,"Médio","Sim","Sim","D"
2299,29,"Masculino","Baixo","Eletrônicos",23,20,"Baixo","Sim","Sim","B"
2300,27,"Feminino","Médio","Eletrônicos",21,17,"Baixo","Não","Sim","E"
2301,28,"Masculino","Alto","Beleza",17,28,"Médio","Sim","Sim","C"
2302,29,"Feminino","Baixo","Esportes",1,13,"Alto","Sim","Sim","A"
2303,51,"Masculino","Médio","Esportes",20,22,"Médio","Não","Sim","D"
2304,60,"Feminino","Alto","Beleza",24,17,"Baixo","Não","Não","A"
2305,53,"Masculino","Baixo","Eletrônicos",10,20,"Médio","Não","Não","B"
2306,22,"Feminino","Médio","Eletrônicos",15,16,"Médio","Não","Não","D"
2307,57,"Masculino","Baixo","Casa",2,18,"Médio","Não","Não","A"
2308,27,"Masculino","Baixo","Eletrônicos",6,26,"Baixo","Não","Sim","D"
2309,30,"Masculino","Médio","Moda",17,25,"Alto","Sim","Sim","D"
2310,31,"Masculino","Baixo","Casa",1,17,"Médio","Não","Sim","B"
2311,32,"Masculino","Médio","Moda",8,27,"Médio","Não","Sim","D"
2312,63,"Feminino","Baixo","Casa",14,18,"Médio","Não","Sim","B"
2313,20,"Masculino","Baixo","Casa",5,32,"Alto","Não","Não","D"
2314,43,"Feminino","Médio","Esportes",24,16,"Alto","Não","Sim","B"
2315,33,"Feminino","Alto","Casa",16,20,"Baixo","Sim","Não","B"
2316,56,"Masculino","Baixo","Casa",24,21,"Médio","Não","Não","D"
2317,33,"Masculino","Baixo","Casa",9,28,"Médio","Não","Não","E"
2318,53,"Masculino","Baixo","Moda",4,12,"Baixo","Sim","Não","C"
2319,60,"Masculino","Médio","Moda",16,19,"Médio","Não","Sim","E"
2320,41,"Masculino","Baixo","Beleza",9,16,"Médio","Sim","Não","B"
2321,57,"Feminino","Alto","Moda",19,22,"Alto","Sim","Sim","B"
2322,47,"Masculino","Baixo","Moda",4,20,"Médio","Sim","Sim","D"
2323,40,"Feminino","Alto","Esportes",24,19,"Alto","Não","Sim","C"
2324,36,"Feminino","Médio","Esportes",12,24,"Alto","Não","Não","D"
2325,25,"Masculino","Médio","Moda",14,16,"Alto","Não","Não","B"
2326,33,"Feminino","Baixo","Esportes",21,20,"Baixo","Não","Sim","B"
2327,62,"Masculino","Baixo","Moda",9,18,"Baixo","Não","Sim","B"
2328,44,"Masculino","Baixo","Moda",14,26,"Médio","Não","Sim","D"
2329,41,"Masculino","Baixo","Esportes",16,26,"Alto","Sim","Sim","A"
2330,45,"Masculino","Médio","Moda",22,24,"Baixo","Não","Não","C"
2331,59,"Feminino","Alto","Moda",24,23,"Médio","Não","Não","D"
2332,52,"Masculino","Alto","Beleza",7,14,"Alto","Sim","Não","D"
2333,43,"Masculino","Baixo","Beleza",8,21,"Alto","Sim","Não","E"
2334,34,"Feminino","Baixo","Moda",2,23,"Alto","Não","Não","D"
2335,57,"Feminino","Médio","Casa",3,16,"Alto","Sim","Não","C"
2336,26,"Feminino","Baixo","Eletrônicos",19,22,"Baixo","Não","Sim","D"
2337,35,"Feminino","Baixo","Eletrônicos",12,22,"Baixo","Sim","Não","E"
2338,19,"Feminino","Baixo","Eletrônicos",24,19,"Alto","Não","Não","E"
2339,50,"Masculino","Alto","Esportes",20,17,"Baixo","Não","Sim","D"
2340,51,"Feminino","Alto","Eletrônicos",4,22,"Baixo","Sim","Sim","D"
2341,57,"Feminino","Baixo","Moda",2,26,"Baixo","Sim","Sim","A"
2342,59,"Masculino","Baixo","Eletrônicos",4,26,"Alto","Sim","Não","E"
2343,48,"Masculino","Baixo","Eletrônicos",3,29,"Baixo","Sim","Sim","C"
2344,33,"Masculino","Médio","Casa",5,30,"Médio","Não","Não","D"
2345,63,"Masculino","Baixo","Esportes",8,19,"Baixo","Sim","Não","D"
2346,46,"Masculino","Baixo","Eletrônicos",13,17,"Alto","Sim","Não","B"
2347,40,"Masculino","Médio","Eletrônicos",10,18,"Médio","Não","Não","D"
2348,53,"Feminino","Médio","Moda",19,20,"Médio","Sim","Sim","A"
2349,30,"Feminino","Médio","Eletrônicos",15,22,"Baixo","Sim","Não","B"
2350,56,"Masculino","Médio","Beleza",6,19,"Alto","Sim","Não","D"
2351,60,"Masculino","Alto","Casa",3,22,"Médio","Sim","Não","A"
2352,40,"Feminino","Alto","Moda",3,21,"Alto","Sim","Não","A"
2353,49,"Feminino","Médio","Beleza",8,21,"Alto","Sim","Sim","A"
2354,58,"Feminino","Baixo","Moda",18,16,"Médio","Sim","Não","D"
2355,38,"Feminino","Baixo","Casa",1,24,"Baixo","Não","Não","E"
2356,60,"Feminino","Alto","Casa",7,17,"Alto","Não","Sim","A"
2357,45,"Feminino","Médio","Beleza",3,19,"Alto","Não","Sim","B"
2358,50,"Feminino","Médio","Eletrônicos",5,17,"Alto","Não","Não","B"
2359,58,"Masculino","Médio","Eletrônicos",17,17,"Baixo","Sim","Não","A"
2360,58,"Feminino","Médio","Moda",4,20,"Alto","Não","Não","B"
2361,47,"Feminino","Médio","Beleza",3,14,"Baixo","Não","Não","D"
2362,35,"Masculino","Alto","Moda",24,18,"Médio","Não","Não","A"
2363,37,"Feminino","Baixo","Beleza",11,21,"Alto","Não","Não","B"
2364,33,"Masculino","Baixo","Esportes",5,21,"Alto","Não","Sim","D"
2365,60,"Masculino","Médio","Casa",22,18,"Médio","Sim","Não","E"
2366,20,"Masculino","Baixo","Esportes",17,28,"Médio","Não","Não","D"
2367,22,"Feminino","Alto","Esportes",1,31,"Médio","Sim","Sim","E"
2368,50,"Masculino","Médio","Esportes",2,18,"Baixo","Não","Sim","A"
2369,45,"Feminino","Alto","Moda",23,18,"Alto","Não","Não","D"
2370,30,"Masculino","Médio","Beleza",10,19,"Alto","Não","Sim","C"
2371,40,"Feminino","Alto","Eletrônicos",12,19,"Baixo","Não","Sim","B"
2372,53,"Masculino","Baixo","Casa",22,13,"Baixo","Sim","Sim","C"
2373,19,"Feminino","Baixo","Eletrônicos",12,16,"Médio","Sim","Sim","C"
2374,64,"Feminino","Médio","Esportes",11,18,"Médio","Sim","Sim","D"
2375,46,"Masculino","Médio","Beleza",20,26,"Baixo","Não","Não","B"
2376,35,"Feminino","Médio","Casa",21,16,"Médio","Não","Não","D"
2377,40,"Feminino","Baixo","Moda",15,21,"Baixo","Sim","Sim","A"
2378,48,"Feminino","Baixo","Casa",3,20,"Alto","Sim","Não","B"
2379,20,"Feminino","Baixo","Esportes",14,26,"Baixo","Não","Não","E"
2380,32,"Feminino","Médio","Beleza",19,28,"Baixo","Sim","Não","C"
2381,34,"Feminino","Baixo","Esportes",23,18,"Alto","Não","Não","A"
2382,63,"Masculino","Médio","Moda",21,21,"Médio","Sim","Sim","D"
2383,40,"Masculino","Médio","Esportes",22,27,"Baixo","Sim","Sim","A"
2384,27,"Feminino","Alto","Eletrônicos",12,24,"Baixo","Não","Não","D"
2385,23,"Feminino","Baixo","Beleza",16,14,"Médio","Sim","Sim","D"
2386,55,"Masculino","Alto","Esportes",19,16,"Médio","Sim","Não","B"
2387,56,"Masculino","Alto","Beleza",17,13,"Médio","Sim","Não","C"
2388,43,"Masculino","Baixo","Eletrônicos",13,16,"Médio","Não","Não","A"
2389,29,"Masculino","Alto","Casa",3,22,"Alto","Não","Não","C"
2390,21,"Feminino","Alto","Eletrônicos",17,24,"Médio","Não","Não","C"
2391,41,"Masculino","Médio","Moda",13,24,"Alto","Sim","Não","C"
2392,44,"Masculino","Alto","Esportes",2,18,"Baixo","Não","Não","D"
2393,62,"Feminino","Médio","Moda",4,20,"Alto","Não","Sim","D"
2394,23,"Feminino","Baixo","Eletrônicos",10,25,"Baixo","Não","Não","C"
2395,47,"Masculino","Médio","Esportes",21,19,"Médio","Não","Não","C"
2396,59,"Feminino","Baixo","Eletrônicos",22,20,"Médio","Não","Não","E"
2397,38,"Feminino","Baixo","Eletrônicos",4,15,"Médio","Não","Não","B"
2398,60,"Masculino","Alto","Eletrônicos",22,20,"Alto","Não","Sim","E"
2399,28,"Masculino","Médio","Moda",2,21,"Alto","Não","Sim","C"
2400,31,"Masculino","Médio","Moda",24,15,"Baixo","Sim","Sim","D"
2401,25,"Masculino","Médio","Esportes",20,16,"Médio","Não","Não","E"
2402,40,"Feminino","Baixo","Beleza",12,21,"Alto","Sim","Sim","C"
2403,26,"Masculino","Baixo","Beleza",21,23,"Médio","Sim","Não","E"
2404,63,"Feminino","Médio","Esportes",21,29,"Médio","Não","Não","B"
2405,23,"Feminino","Médio","Moda",24,19,"Médio","Sim","Sim","E"
2406,55,"Masculino","Baixo","Beleza",4,20,"Alto","Sim","Não","E"
2407,20,"Masculino","Baixo","Beleza",8,16,"Médio","Não","Não","C"
2408,31,"Feminino","Alto","Eletrônicos",6,21,"Baixo","Sim","Não","E"
2409,28,"Masculino","Baixo","Beleza",19,16,"Baixo","Sim","Sim","D"
2410,27,"Feminino","Baixo","Beleza",1,17,"Médio","Não","Não","D"
2411,28,"Masculino","Alto","Eletrônicos",17,22,"Baixo","Sim","Não","E"
2412,24,"Feminino","Médio","Esportes",14,22,"Baixo","Não","Não","E"
2413,25,"Masculino","Médio","Casa",5,14,"Alto","Não","Não","D"
2414,55,"Masculino","Médio","Casa",24,18,"Médio","Sim","Sim","D"
2415,37,"Feminino","Baixo","Eletrônicos",23,20,"Médio","Não","Não","D"
2416,42,"Masculino","Baixo","Beleza",16,16,"Alto","Não","Não","B"
2417,54,"Feminino","Médio","Casa",6,18,"Médio","Não","Não","E"
2418,31,"Feminino","Baixo","Beleza",12,20,"Baixo","Sim","Não","A"
2419,33,"Feminino","Médio","Moda",10,11,"Médio","Não","Não","C"
2420,42,"Masculino","Médio","Moda",13,17,"Médio","Sim","Sim","C"
2421,60,"Feminino","Médio","Eletrônicos",2,21,"Médio","Sim","Não","C"
2422,47,"Masculino","Baixo","Moda",3,23,"Baixo","Sim","Sim","D"
2423,60,"Feminino","Médio","Esportes",12,17,"Alto","Sim","Não","C"
2424,48,"Masculino","Baixo","Beleza",20,21,"Médio","Não","Sim","C"
2425,38,"Feminino","Médio","Casa",1,16,"Baixo","Sim","Sim","C"
2426,61,"Masculino","Médio","Beleza",17,16,"Alto","Não","Sim","E"
2427,50,"Masculino","Baixo","Eletrônicos",13,23,"Médio","Sim","Sim","A"
2428,58,"Feminino","Baixo","Esportes",19,22,"Baixo","Sim","Não","D"
2429,36,"Masculino","Médio","Casa",13,21,"Alto","Sim","Sim","E"
2430,19,"Feminino","Alto","Eletrônicos",16,19,"Alto","Não","Não","E"
2431,48,"Feminino","Médio","Eletrônicos",12,13,"Baixo","Não","Sim","C"
2432,25,"Feminino","Baixo","Moda",3,18,"Alto","Não","Não","A"
2433,50,"Masculino","Baixo","Moda",14,14,"Alto","Não","Sim","E"
2434,27,"Feminino","Médio","Esportes",5,27,"Médio","Sim","Não","E"
2435,47,"Feminino","Baixo","Casa",13,15,"Baixo","Não","Sim","D"
2436,36,"Masculino","Médio","Esportes",8,23,"Médio","Não","Sim","E"
2437,40,"Feminino","Médio","Esportes",4,21,"Médio","Sim","Não","C"
2438,48,"Feminino","Baixo","Moda",18,23,"Médio","Sim","Não","B"
2439,24,"Feminino","Baixo","Moda",5,19,"Alto","Não","Não","D"
2440,55,"Feminino","Alto","Moda",7,33,"Baixo","Não","Não","B"
2441,41,"Feminino","Médio","Beleza",18,24,"Médio","Sim","Sim","C"
2442,55,"Feminino","Baixo","Moda",1,9,"Baixo","Não","Sim","A"
2443,40,"Masculino","Médio","Esportes",5,22,"Médio","Sim","Sim","C"
2444,42,"Feminino","Baixo","Moda",7,27,"Baixo","Sim","Sim","E"
2445,30,"Masculino","Médio","Casa",19,26,"Alto","Não","Não","E"
2446,35,"Masculino","Alto","Esportes",9,25,"Baixo","Sim","Sim","B"
2447,62,"Masculino","Médio","Eletrônicos",5,18,"Baixo","Sim","Sim","B"
2448,42,"Masculino","Médio","Eletrônicos",23,18,"Médio","Sim","Não","E"
2449,33,"Feminino","Médio","Esportes",15,15,"Baixo","Sim","Sim","A"
2450,52,"Feminino","Baixo","Esportes",4,18,"Médio","Não","Não","C"
2451,26,"Feminino","Alto","Casa",23,14,"Baixo","Não","Não","C"
2452,51,"Feminino","Médio","Eletrônicos",13,20,"Médio","Não","Sim","D"
2453,63,"Masculino","Baixo","Casa",11,20,"Baixo","Não","Não","B"
2454,54,"Masculino","Baixo","Esportes",18,10,"Alto","Não","Não","D"
2455,52,"Masculino","Baixo","Moda",15,14,"Médio","Não","Sim","E"
2456,60,"Feminino","Médio","Casa",23,22,"Médio","Sim","Não","B"
2457,42,"Masculino","Alto","Casa",13,14,"Alto","Sim","Não","A"
2458,25,"Masculino","Baixo","Eletrônicos",13,26,"Baixo","Sim","Não","A"
2459,25,"Feminino","Baixo","Esportes",20,19,"Alto","Sim","Não","E"
2460,41,"Masculino","Médio","Beleza",4,19,"Alto","Não","Sim","E"
2461,26,"Masculino","Alto","Casa",10,24,"Baixo","Sim","Sim","C"
2462,20,"Masculino","Baixo","Beleza",12,15,"Médio","Sim","Sim","C"
2463,32,"Feminino","Baixo","Esportes",21,25,"Baixo","Não","Sim","D"
2464,60,"Feminino","Alto","Esportes",12,20,"Médio","Sim","Sim","B"
2465,47,"Masculino","Médio","Beleza",14,22,"Médio","Sim","Sim","D"
2466,35,"Masculino","Alto","Moda",10,12,"Alto","Sim","Sim","E"
2467,20,"Masculino","Alto","Moda",12,22,"Médio","Não","Sim","E"
2468,28,"Masculino","Baixo","Casa",9,20,"Alto","Sim","Sim","B"
2469,56,"Masculino","Baixo","Moda",19,23,"Baixo","Não","Não","B"
2470,27,"Masculino","Baixo","Esportes",16,26,"Alto","Não","Sim","D"
2471,31,"Masculino","Baixo","Casa",2,22,"Médio","Sim","Sim","A"
2472,43,"Masculino","Alto","Beleza",22,16,"Alto","Sim","Não","C"
2473,46,"Masculino","Médio","Eletrônicos",1,30,"Baixo","Sim","Não","E"
2474,59,"Feminino","Baixo","Moda",17,17,"Médio","Não","Sim","E"
2475,65,"Feminino","Baixo","Esportes",10,17,"Baixo","Não","Não","D"
2476,63,"Masculino","Médio","Beleza",3,19,"Alto","Não","Não","E"
2477,28,"Feminino","Médio","Beleza",5,16,"Médio","Sim","Não","A"
2478,32,"Masculino","Alto","Beleza",5,14,"Médio","Não","Não","D"
2479,29,"Masculino","Alto","Casa",10,11,"Baixo","Sim","Sim","E"
2480,24,"Masculino","Médio","Beleza",19,17,"Baixo","Não","Não","C"
2481,54,"Masculino","Baixo","Moda",17,29,"Médio","Não","Não","E"
