"tipo_plano","satisfacao_cliente","gasto_mensal","uso_servicos_adicionais","reclamacoes_recentes","churn"
"Básico",4.3,102.145962801275,"Sim","Não","Sim"
"Avançado",1.5,107.313744702834,"Não","Sim","Não"
"Avançado",1.4,95.3464545673373,"Sim","Não","Não"
"Intermediário",1.4,103.972267655766,"Não","Não","Não"
"Intermediário",2.4,80.6028567698853,"Não","Sim","Não"
"Básico",4.9,80.8098962708507,"Não","Sim","Não"
"Avançado",4.8,94.9579394549691,"Sim","Não","Sim"
"Intermediário",1.9,122.679475819139,"Sim","Sim","Não"
"Básico",1.9,102.133017210939,"Não","Não","Não"
"Intermediário",3.1,137.032285170544,"Não","Não","Não"
"Avançado",2.3,74.3290006821325,"Sim","Não","Não"
"Básico",1.6,83.7789020150843,"Sim","Não","Sim"
"Básico",2.4,96.1864595434688,"Sim","Sim","Sim"
"Intermediário",1.4,78.100003412859,"Sim","Sim","Não"
"Intermediário",4.5,119.990730815918,"Sim","Sim","Não"
"Básico",4.9,96.1249799463638,"Sim","Não","Não"
"Intermediário",2.2,88.1714552227699,"Não","Sim","Não"
"Avançado",1.2,111.678774270419,"Não","Não","Não"
"Avançado",2.8,108.491111942944,"Não","Sim","Não"
"Avançado",3,91.3364612831915,"Sim","Sim","Não"
"Básico",1.3,79.4830283626011,"Sim","Não","Sim"
"Intermediário",3.3,97.8009219171791,"Não","Sim","Não"
"Avançado",2.8,98.260474243373,"Não","Sim","Não"
"Avançado",3.1,86.2270427480829,"Sim","Não","Não"
"Básico",2.9,157.907443078563,"Não","Não","Não"
"Intermediário",1.2,101.311641561937,"Não","Sim","Não"
"Intermediário",2.3,124.461259898271,"Não","Não","Sim"
"Intermediário",3.2,140.57909655749,"Não","Sim","Sim"
"Avançado",4.4,81.1215473797977,"Sim","Não","Não"
"Avançado",2.4,67.0172108787375,"Sim","Não","Sim"
"Básico",3.5,111.355534658986,"Sim","Não","Sim"
"Básico",4.9,126.773924828134,"Não","Não","Não"
"Avançado",1.2,72.9972992043695,"Não","Sim","Não"
"Avançado",2.4,134.119414695371,"Sim","Sim","Sim"
"Básico",2.4,100.248607169851,"Sim","Sim","Não"
"Intermediário",1.3,89.5169305945525,"Sim","Não","Não"
"Intermediário",3.7,89.6894623459373,"Não","Sim","Não"
"Avançado",3.4,101.195852094957,"Sim","Sim","Não"
"Básico",1.1,82.0880076321318,"Sim","Sim","Sim"
"Básico",3.6,105.766943389181,"Não","Não","Não"
"Avançado",3.7,81.612737749289,"Sim","Não","Sim"
"Básico",3,100.880129622786,"Sim","Não","Não"
"Intermediário",3.6,75.0022292218228,"Não","Não","Sim"
"Avançado",3.5,123.024367026257,"Sim","Não","Sim"
"Intermediário",4.1,85.9435209675104,"Sim","Sim","Não"
"Intermediário",1.9,68.9125027241572,"Sim","Sim","Não"
"Intermediário",3.2,108.010250197089,"Sim","Não","Não"
"Básico",2.9,108.83572153209,"Sim","Sim","Não"
"Intermediário",2.3,118.255876574413,"Não","Não","Não"
"Intermediário",4.5,76.7785593992284,"Sim","Sim","Sim"
"Intermediário",4.7,71.4239054235218,"Não","Não","Sim"
"Básico",2,99.5186297861465,"Não","Sim","Não"
"Avançado",1.2,128.596285517826,"Não","Sim","Sim"
"Básico",4.5,137.806653487788,"Não","Sim","Sim"
"Básico",3,87.9912542117152,"Não","Não","Sim"
"Básico",4.8,74.9719596026898,"Não","Sim","Sim"
"Intermediário",4,115.654726861064,"Não","Não","Sim"
"Avançado",3.1,99.3845671542053,"Sim","Não","Não"
"Intermediário",3.1,112.145239579474,"Sim","Não","Sim"
"Intermediário",3.6,103.108253421643,"Não","Não","Não"
"Avançado",2.7,89.3101551772569,"Sim","Não","Não"
"Intermediário",4,125.807103311739,"Não","Não","Sim"
"Básico",3.4,65.6081924552119,"Sim","Não","Não"
"Intermediário",4.9,126.875148322718,"Sim","Não","Sim"
"Básico",2.2,99.6879579801992,"Sim","Não","Não"
"Básico",1.5,72.8889257092892,"Sim","Não","Sim"
"Avançado",4.1,70.7266713312692,"Sim","Sim","Não"
"Intermediário",3.8,106.863708225494,"Não","Sim","Sim"
"Avançado",1.3,121.246080270668,"Não","Não","Não"
"Básico",3.5,108.532776600482,"Não","Sim","Não"
"Intermediário",1.5,105.705856664779,"Não","Sim","Sim"
"Básico",2.7,83.6015523771168,"Não","Sim","Sim"
"Avançado",4.2,78.9601153371572,"Não","Não","Não"
"Avançado",5,108.936228705887,"Não","Não","Sim"
"Avançado",2.9,133.745598179666,"Não","Sim","Não"
"Avançado",3.7,86.53040952824,"Não","Sim","Não"
"Intermediário",5,113.458680594717,"Não","Sim","Sim"
"Avançado",4.5,137.692079306376,"Não","Sim","Sim"
"Básico",1.6,104.165497617305,"Sim","Não","Sim"
"Avançado",3.4,71.041703925866,"Não","Não","Sim"
"Avançado",4.7,91.1946205134412,"Não","Sim","Não"
"Avançado",3.8,121.10793810622,"Não","Não","Não"
"Avançado",3.9,77.7071926285763,"Sim","Sim","Não"
"Avançado",1.1,119.465791192587,"Não","Sim","Sim"
"Básico",1.4,74.7935477016415,"Sim","Não","Não"
"Básico",3,92.2673082937031,"Sim","Não","Não"
"Avançado",1.8,109.101375877728,"Não","Não","Sim"
"Avançado",2,136.50535117519,"Sim","Sim","Sim"
"Intermediário",3.2,107.640843825978,"Não","Sim","Sim"
"Intermediário",3.1,107.275623616498,"Não","Sim","Não"
"Básico",2.7,120.782312921323,"Sim","Não","Não"
"Intermediário",3,124.622616477985,"Não","Sim","Sim"
"Básico",3.7,85.2640523506308,"Não","Não","Sim"
"Avançado",1.8,99.9336208857658,"Sim","Não","Sim"
"Intermediário",4.5,100.481676572416,"Não","Sim","Sim"
"Intermediário",2.7,106.570922211766,"Sim","Não","Sim"
"Avançado",2.6,127.535593467132,"Não","Não","Sim"
"Avançado",2.3,121.414131352188,"Não","Sim","Não"
"Avançado",4.2,106.094745043832,"Sim","Sim","Sim"
"Intermediário",4.4,115.136974669093,"Sim","Sim","Não"
"Básico",3.5,90.4144313364734,"Não","Sim","Sim"
"Intermediário",4.8,86.7402130814295,"Sim","Sim","Sim"
"Básico",3.7,109.113275926931,"Sim","Sim","Sim"
"Básico",2.5,109.701609509722,"Sim","Não","Sim"
"Intermediário",4.5,86.249828984258,"Não","Não","Não"
"Básico",1.6,116.526229809671,"Não","Não","Não"
"Avançado",3,94.3709573345348,"Sim","Sim","Sim"
"Básico",4.4,133.325844032223,"Não","Sim","Sim"
"Avançado",3.5,99.4351609014186,"Não","Não","Não"
"Intermediário",4.9,73.3012977888162,"Sim","Não","Não"
"Básico",2.1,114.542069431456,"Não","Não","Sim"
"Avançado",1.4,104.709326749952,"Não","Não","Não"
"Avançado",2,125.433391275945,"Sim","Sim","Sim"
"Básico",3.1,94.0085336995124,"Sim","Sim","Não"
"Intermediário",4.4,80.4025824189436,"Não","Sim","Não"
"Básico",4.1,105.985129594407,"Sim","Não","Não"
"Intermediário",3.4,98.416145038635,"Não","Não","Não"
"Avançado",1.3,114.693720299837,"Não","Não","Não"
"Avançado",3.8,85.0670539449397,"Não","Não","Não"
"Avançado",2.3,105.780918491037,"Não","Não","Sim"
"Básico",2.6,84.4897135225833,"Não","Não","Não"
"Avançado",2.8,122.272361573661,"Não","Não","Sim"
"Avançado",2.3,132.187052726563,"Sim","Não","Sim"
"Básico",1.1,65.9694436122409,"Sim","Não","Sim"
"Avançado",4.6,126.011114627757,"Não","Sim","Sim"
"Básico",2.9,104.340757291415,"Sim","Sim","Sim"
"Avançado",1.5,103.345595696342,"Não","Não","Sim"
"Avançado",3.2,130.752171644747,"Sim","Não","Sim"
"Intermediário",2.5,104.559763863151,"Não","Não","Não"
"Intermediário",3.4,85.6495642556653,"Não","Sim","Sim"
"Intermediário",4.1,137.313539909225,"Não","Não","Sim"
"Intermediário",2.2,87.621145500234,"Sim","Não","Sim"
"Avançado",1.6,78.9021662506253,"Não","Não","Não"
"Avançado",2.1,93.5665032575446,"Sim","Sim","Não"
"Básico",4.9,145.552406079186,"Não","Não","Sim"
"Básico",1.1,121.809756266498,"Sim","Não","Sim"
"Básico",2.2,145.353769573201,"Não","Não","Sim"
"Avançado",4.5,86.5605606331568,"Não","Sim","Não"
"Intermediário",3.2,79.0298554225386,"Sim","Não","Não"
"Intermediário",3.3,110.176617154287,"Não","Sim","Não"
"Básico",4.7,111.870979728368,"Sim","Sim","Sim"
"Intermediário",1.5,96.7788856784377,"Não","Sim","Não"
"Avançado",1.8,90.1887494621599,"Não","Não","Sim"
"Básico",1.5,69.1647810347456,"Não","Não","Não"
"Básico",3.8,115.925481121467,"Não","Não","Sim"
"Intermediário",3.8,98.2868503708807,"Sim","Sim","Sim"
"Básico",2.3,92.174694103329,"Não","Não","Sim"
"Intermediário",4.5,120.576583308167,"Não","Sim","Não"
"Intermediário",3.4,97.8466191926103,"Sim","Sim","Não"
"Avançado",4.4,89.7526569403846,"Sim","Sim","Não"
"Básico",3.7,116.526610645674,"Sim","Não","Sim"
"Avançado",3.6,101.734063121868,"Sim","Sim","Não"
"Avançado",3.5,121.894579125822,"Sim","Não","Sim"
"Intermediário",2.7,99.1050705567791,"Sim","Sim","Não"
"Intermediário",4.2,79.2693732924053,"Sim","Sim","Sim"
"Intermediário",3.6,118.784872605408,"Sim","Sim","Não"
"Avançado",2.7,71.9471216280492,"Sim","Sim","Sim"
"Avançado",2.9,93.505353377849,"Sim","Sim","Sim"
"Avançado",1.3,70.4561970649913,"Não","Não","Não"
"Intermediário",2.8,59.9529891101784,"Não","Não","Sim"
"Básico",1.8,79.836937481268,"Não","Não","Sim"
"Avançado",1.4,125.047392449884,"Não","Sim","Não"
"Intermediário",1.9,79.2632811199149,"Sim","Não","Sim"
"Avançado",1,93.2563369405344,"Não","Sim","Sim"
"Intermediário",4.7,93.9544564988959,"Não","Sim","Sim"
"Intermediário",3.1,127.633957457926,"Não","Não","Não"
"Básico",1.4,76.8542690149678,"Sim","Não","Não"
"Básico",4.1,134.785808075779,"Sim","Sim","Não"
"Avançado",1.1,82.8281451345579,"Não","Sim","Sim"
"Avançado",3.9,101.041612332112,"Não","Não","Sim"
"Intermediário",3.2,64.5888883161559,"Não","Sim","Não"
"Avançado",3.7,80.9819125185669,"Não","Sim","Sim"
"Intermediário",2.3,93.6111181694882,"Sim","Não","Sim"
"Avançado",5,102.239353996015,"Não","Sim","Sim"
"Avançado",3.6,105.16605921186,"Não","Sim","Não"
"Intermediário",3.1,127.093940533145,"Não","Sim","Não"
"Intermediário",1.3,123.376324936068,"Não","Sim","Não"
"Básico",4.5,94.1231544124103,"Sim","Sim","Não"
"Intermediário",4.8,108.721092781227,"Não","Não","Não"
"Avançado",2.1,99.6771321259053,"Sim","Não","Sim"
"Intermediário",4.1,79.5917182030109,"Não","Sim","Não"
"Intermediário",2.8,73.2307894442183,"Não","Não","Sim"
"Básico",4.9,109.79912955358,"Sim","Não","Sim"
"Intermediário",2.8,40.7330791661879,"Não","Sim","Não"
"Básico",4.6,113.452957691811,"Sim","Sim","Não"
"Avançado",4.2,117.769343789975,"Não","Sim","Sim"
"Intermediário",3.2,137.034813013761,"Não","Não","Não"
"Intermediário",4.4,137.602477086006,"Não","Sim","Não"
"Básico",1.1,103.173470750359,"Não","Sim","Não"
"Básico",4.4,101.337347610903,"Sim","Não","Sim"
"Intermediário",4.7,66.2512320541777,"Não","Não","Não"
"Básico",1.4,100.200311819073,"Não","Sim","Sim"
"Avançado",4.5,119.273185246649,"Sim","Não","Não"
"Básico",4.7,94.0187016841762,"Sim","Não","Não"
"Avançado",1.3,100.74573628727,"Não","Sim","Sim"
"Avançado",3.8,83.4857995057546,"Sim","Não","Não"
"Avançado",4.7,92.7208745879804,"Sim","Sim","Não"
"Avançado",3.4,107.960938257331,"Não","Sim","Não"
"Avançado",5,89.425073125156,"Não","Sim","Não"
"Avançado",2,114.680240964509,"Não","Sim","Sim"
"Básico",4.6,104.33102529934,"Sim","Não","Não"
"Avançado",1.7,111.09202537304,"Sim","Sim","Não"
"Básico",3.6,95.8649907457448,"Não","Sim","Não"
"Básico",2.4,143.032922308579,"Não","Não","Sim"
"Intermediário",3.1,86.0986002448365,"Sim","Não","Sim"
"Avançado",1.9,117.361559309464,"Não","Não","Não"
"Intermediário",2,123.079670287922,"Não","Não","Não"
"Avançado",4.8,129.93018115783,"Sim","Sim","Sim"
"Intermediário",4.2,107.557507843285,"Sim","Não","Não"
"Básico",3.5,96.5013789365801,"Sim","Não","Não"
"Básico",4.6,103.988880028556,"Sim","Sim","Não"
"Básico",2.6,108.700768127555,"Sim","Sim","Sim"
"Intermediário",4.5,97.357525057209,"Sim","Não","Sim"
"Intermediário",2,111.344252760695,"Não","Não","Sim"
"Avançado",2.3,126.490948473298,"Não","Não","Sim"
"Intermediário",3.6,69.4915190223561,"Sim","Não","Sim"
"Intermediário",4.4,105.99578984167,"Não","Sim","Não"
"Intermediário",3.3,89.9618271773637,"Não","Não","Sim"
"Avançado",1.4,135.379519468442,"Não","Não","Não"
"Intermediário",3,91.0388582983639,"Não","Não","Sim"
"Básico",3.4,59.832472484508,"Sim","Não","Sim"
"Avançado",2.5,90.2792870088909,"Sim","Sim","Não"
"Básico",2.7,85.6240135439983,"Sim","Não","Sim"
"Avançado",3.5,80.1905565527884,"Não","Sim","Não"
"Avançado",3.1,103.621620856755,"Não","Não","Sim"
"Básico",2.8,105.979438190228,"Não","Sim","Não"
"Avançado",2.7,106.089581278093,"Sim","Sim","Sim"
"Intermediário",1.7,98.5838328879223,"Não","Não","Sim"
"Básico",3.8,43.692351867203,"Sim","Sim","Não"
"Intermediário",3.2,126.8116270183,"Sim","Não","Não"
"Básico",1,118.374882055266,"Não","Não","Sim"
"Avançado",3.4,104.588646049596,"Sim","Não","Não"
"Intermediário",3.4,127.071575660701,"Não","Sim","Sim"
"Básico",4.1,118.443942328425,"Não","Não","Não"
"Básico",1.9,83.640247062336,"Não","Não","Não"
"Intermediário",2.6,97.6550000538327,"Sim","Não","Sim"
"Avançado",2.4,107.460246245594,"Não","Sim","Sim"
"Básico",4.2,127.012128442195,"Sim","Sim","Sim"
"Avançado",4,80.7469353024461,"Não","Sim","Não"
"Básico",3.8,88.1760569015749,"Sim","Sim","Sim"
"Básico",4.7,108.455393150897,"Sim","Não","Não"
"Intermediário",4.4,131.170094564742,"Não","Sim","Sim"
"Intermediário",4.3,73.7251048979872,"Não","Sim","Não"
"Avançado",4.3,88.5370971460428,"Sim","Sim","Sim"
"Avançado",3.4,127.149290691713,"Não","Sim","Não"
"Básico",2.6,64.6065974671838,"Não","Não","Sim"
"Avançado",2.3,129.121387799663,"Não","Não","Sim"
"Avançado",4.4,124.685861965448,"Sim","Não","Não"
"Avançado",2.9,80.9557355512576,"Sim","Sim","Não"
"Básico",3.4,106.642168354536,"Sim","Não","Sim"
"Intermediário",2.9,141.330159743458,"Sim","Não","Não"
"Intermediário",2.4,125.964299199823,"Não","Sim","Não"
"Intermediário",4.4,79.9722049648641,"Não","Sim","Não"
"Avançado",1.1,113.626836253605,"Não","Sim","Não"
"Avançado",1.9,90.4466118275837,"Não","Não","Não"
"Intermediário",1.4,82.2044338062959,"Não","Não","Não"
"Intermediário",3.7,107.275642255816,"Sim","Não","Sim"
"Intermediário",3.5,111.516535123344,"Não","Sim","Sim"
"Intermediário",3.5,104.180511329767,"Sim","Não","Não"
"Intermediário",4.3,91.2323643718907,"Não","Sim","Não"
"Básico",2.1,86.9084132295916,"Não","Não","Sim"
"Avançado",2.9,87.8024565866044,"Sim","Sim","Não"
"Avançado",2.3,87.9103902109175,"Sim","Não","Não"
"Intermediário",2.6,143.740025379284,"Não","Não","Sim"
"Intermediário",3.3,91.9788708322873,"Sim","Não","Sim"
"Básico",1.4,147.767106406247,"Não","Não","Não"
"Avançado",3.2,114.961915623303,"Não","Não","Sim"
"Básico",3.3,95.5053741811642,"Sim","Não","Não"
"Básico",3.4,98.7867633700932,"Não","Não","Não"
"Básico",1,97.9825867301009,"Sim","Não","Sim"
"Básico",1.2,137.325808232832,"Sim","Não","Sim"
"Intermediário",3.5,110.28478717454,"Não","Não","Não"
"Intermediário",1.6,115.108711464621,"Sim","Sim","Sim"
"Básico",3.4,85.2839661825254,"Não","Não","Não"
"Básico",4.9,82.7268373760986,"Sim","Não","Sim"
"Intermediário",1,70.3145173694395,"Não","Não","Não"
"Avançado",3.4,59.2873469042108,"Sim","Não","Sim"
"Intermediário",3.6,124.427906055465,"Não","Não","Sim"
"Avançado",2,96.7032127380304,"Sim","Sim","Sim"
"Básico",1.3,114.607347481917,"Não","Não","Sim"
"Básico",1.1,66.4302454519838,"Não","Não","Não"
"Avançado",1.5,102.116245899445,"Sim","Sim","Sim"
"Básico",4.2,115.48405365978,"Sim","Não","Sim"
"Básico",3.9,91.1021844417972,"Não","Não","Não"
"Básico",1.1,104.026455682822,"Não","Não","Não"
"Avançado",3.2,136.331487049069,"Não","Não","Sim"
"Básico",3.4,85.1639680336194,"Não","Não","Sim"
"Avançado",3.2,94.568575366876,"Não","Sim","Sim"
"Intermediário",1.8,122.111852912108,"Sim","Não","Não"
"Avançado",1,131.519749991298,"Não","Não","Não"
"Intermediário",4.8,78.0351676923333,"Não","Não","Sim"
"Intermediário",4.1,89.5444816933361,"Sim","Não","Não"
"Avançado",2.8,83.8472643320313,"Não","Não","Sim"
"Intermediário",1.2,92.3661972022293,"Sim","Sim","Não"
"Avançado",2.6,110.578400742817,"Não","Não","Não"
"Básico",2.5,107.966581515482,"Não","Não","Sim"
"Intermediário",4,130.578811773718,"Não","Sim","Não"
"Básico",1.6,92.8291116102474,"Sim","Não","Sim"
"Básico",2.7,135.435102478077,"Não","Não","Sim"
"Avançado",2.1,135.548766636894,"Sim","Não","Não"
"Básico",2.6,96.3395209726382,"Sim","Sim","Sim"
"Intermediário",3.4,113.956762148714,"Não","Sim","Sim"
"Básico",3.5,110.776808828868,"Sim","Não","Não"
"Básico",2.6,96.828882842229,"Sim","Não","Sim"
"Básico",1.7,108.391835733677,"Não","Sim","Não"
"Intermediário",4.5,79.7417806920695,"Não","Sim","Sim"
"Básico",4.3,103.429614342852,"Sim","Sim","Não"
"Básico",2.1,81.513490212294,"Não","Sim","Sim"
"Básico",4,67.5047336387978,"Não","Não","Não"
"Avançado",4.3,96.9477444410926,"Sim","Sim","Não"
"Intermediário",3.3,106.393151416469,"Não","Sim","Não"
"Intermediário",4.8,105.802721633419,"Sim","Sim","Sim"
"Avançado",4.5,95.4231972816736,"Não","Não","Sim"
"Intermediário",3.1,106.680405196754,"Não","Sim","Sim"
"Básico",3.2,126.935015631092,"Sim","Não","Não"
"Avançado",1.1,115.743154064409,"Sim","Sim","Sim"
"Básico",2.5,109.17450122142,"Sim","Não","Não"
"Avançado",1.1,118.672733584049,"Sim","Não","Sim"
"Intermediário",2.3,105.53083991872,"Não","Não","Não"
"Básico",1.9,92.4427797109565,"Não","Não","Não"
"Básico",1.1,113.827386856096,"Sim","Não","Sim"
"Intermediário",1.1,102.620868187588,"Não","Não","Não"
"Avançado",1.2,123.108564866304,"Sim","Não","Não"
"Intermediário",3,114.277247992519,"Não","Não","Não"
"Avançado",3.9,91.440978512034,"Sim","Não","Sim"
"Avançado",1.1,121.676578883779,"Não","Sim","Não"
"Intermediário",3.4,52.6186901043176,"Não","Não","Sim"
"Intermediário",1.1,141.022437083779,"Sim","Não","Sim"
"Intermediário",1.3,95.7105141375561,"Não","Não","Não"
"Avançado",3.2,122.367848254211,"Sim","Sim","Não"
"Intermediário",1.9,85.9284018454387,"Sim","Sim","Não"
"Básico",2.8,92.191377257852,"Não","Não","Não"
"Avançado",4.7,84.1984569827334,"Sim","Sim","Sim"
"Avançado",4.8,113.335839404791,"Sim","Não","Não"
"Avançado",4,98.0742677967101,"Não","Não","Sim"
"Intermediário",4.3,105.786093133386,"Sim","Não","Não"
"Básico",2.5,102.625400598017,"Não","Não","Não"
"Intermediário",4,99.988703341034,"Não","Sim","Sim"
"Intermediário",4.9,102.157674869174,"Sim","Sim","Sim"
"Avançado",1.4,111.594163897099,"Sim","Sim","Sim"
"Intermediário",1.8,122.962005136029,"Sim","Sim","Não"
"Avançado",3.2,114.75833289273,"Não","Sim","Não"
"Intermediário",1.5,92.2453773314489,"Não","Não","Não"
"Básico",1.5,129.931461017906,"Sim","Não","Não"
"Básico",1.6,68.7319320213259,"Não","Sim","Sim"
"Intermediário",3.5,73.3808356833238,"Não","Não","Não"
"Básico",1.1,116.271847007785,"Sim","Não","Não"
"Avançado",4.6,125.533593040104,"Não","Não","Sim"
"Intermediário",4.3,97.0364433570777,"Não","Não","Não"
"Básico",4.3,112.389230010593,"Sim","Não","Não"
"Intermediário",1.4,138.647821848865,"Sim","Não","Não"
"Avançado",3,121.64645849257,"Sim","Não","Não"
"Intermediário",4.8,98.6169714227758,"Sim","Sim","Não"
"Avançado",3.4,90.0916027787417,"Sim","Não","Sim"
"Intermediário",3.7,120.331050980388,"Não","Não","Sim"
"Intermediário",1.7,105.092501125309,"Não","Não","Não"
"Avançado",2.9,84.7051156312907,"Não","Não","Não"
"Básico",1.2,117.612386062156,"Sim","Não","Não"
"Básico",2.8,105.594258806381,"Não","Sim","Não"
"Intermediário",3.1,88.7114395603069,"Sim","Sim","Sim"
"Avançado",1.3,102.889843517356,"Não","Não","Sim"
"Intermediário",4.5,88.6196530393437,"Não","Não","Não"
"Avançado",3.6,99.929761973542,"Não","Não","Sim"
"Básico",4.9,111.418575017048,"Sim","Não","Não"
"Avançado",2.4,115.063538522514,"Não","Sim","Não"
"Intermediário",1,90.5387639212313,"Sim","Não","Não"
"Intermediário",4.6,83.179318695232,"Sim","Sim","Sim"
"Básico",3.6,88.7446837545138,"Sim","Não","Não"
"Básico",4.2,82.4010011993818,"Sim","Sim","Sim"
"Avançado",2.1,143.16009491723,"Sim","Não","Sim"
"Intermediário",1.3,73.5496204623476,"Não","Sim","Não"
"Básico",4.6,117.901677883239,"Sim","Não","Sim"
"Intermediário",3.8,89.2106089980091,"Não","Não","Não"
"Avançado",3.6,93.9496931462684,"Não","Não","Não"
"Avançado",3.3,122.704189703173,"Não","Não","Sim"
"Avançado",1.7,62.5821263868044,"Sim","Não","Não"
"Avançado",3.5,59.1445660622432,"Sim","Sim","Sim"
"Básico",4.6,132.171082582137,"Não","Sim","Sim"
"Básico",4.9,109.426101338974,"Não","Sim","Não"
"Avançado",1.5,103.481920270541,"Sim","Não","Não"
"Básico",3.1,60.0432894568438,"Não","Não","Sim"
"Básico",3.5,112.829324210288,"Sim","Sim","Não"
"Básico",1.3,118.257902214891,"Não","Sim","Sim"
"Básico",4.6,120.819995421062,"Não","Não","Não"
"Intermediário",1.6,91.3460985245548,"Sim","Não","Não"
"Intermediário",3.7,92.1926250986986,"Não","Não","Sim"
"Intermediário",1.4,95.0440315248035,"Sim","Sim","Não"
"Básico",1.5,84.4778642130921,"Não","Não","Não"
"Intermediário",1.7,70.3094676019059,"Sim","Não","Sim"
"Intermediário",3.4,94.4425880975904,"Sim","Sim","Não"
"Avançado",4,74.4091308125767,"Não","Sim","Sim"
"Básico",3.4,106.11285218086,"Não","Sim","Não"
"Intermediário",4.8,152.54229265241,"Sim","Sim","Não"
"Avançado",3.8,97.7672705229542,"Sim","Sim","Não"
"Intermediário",3.6,99.3280744130065,"Sim","Sim","Não"
"Intermediário",2.4,111.657039336894,"Não","Não","Sim"
"Básico",1.3,107.671878823287,"Não","Sim","Sim"
"Intermediário",3.8,109.585314453358,"Sim","Não","Não"
"Avançado",4.9,109.290923556715,"Sim","Não","Sim"
"Intermediário",3.4,67.092397859106,"Não","Não","Não"
"Intermediário",4.5,121.17272879799,"Não","Não","Sim"
"Básico",3.6,53.7855528205233,"Não","Não","Não"
"Básico",4,114.520976889639,"Não","Não","Sim"
"Básico",2.1,111.796729523841,"Sim","Sim","Não"
"Básico",3.9,107.394629470655,"Não","Sim","Sim"
"Básico",3.4,126.416221742749,"Não","Não","Não"
"Avançado",4.6,73.5741056994289,"Sim","Não","Não"
"Avançado",4.8,124.684654338476,"Não","Não","Não"
"Intermediário",4.1,129.816137075627,"Sim","Não","Sim"
"Intermediário",4.3,37.6957174893452,"Não","Não","Sim"
"Básico",1.7,78.9823878564574,"Sim","Sim","Não"
"Avançado",3.5,88.5372263160653,"Não","Sim","Sim"
"Avançado",2.6,123.749957294636,"Não","Sim","Sim"
"Intermediário",3,105.236050435504,"Não","Não","Sim"
"Avançado",3,89.4406364063003,"Não","Não","Não"
"Básico",2.4,86.0287476276586,"Não","Não","Não"
"Intermediário",4.8,82.5828182757737,"Sim","Não","Não"
"Avançado",1.5,109.186472077948,"Sim","Sim","Não"
"Avançado",2.3,83.5441388948943,"Sim","Sim","Sim"
"Avançado",3.4,94.6336336890308,"Não","Sim","Sim"
"Intermediário",4.9,79.9109319237669,"Não","Não","Não"
"Básico",2.5,114.895004072982,"Não","Não","Sim"
"Básico",1.8,78.1419035969071,"Sim","Não","Não"
"Básico",4.6,117.770889771998,"Sim","Sim","Sim"
"Básico",4.3,95.8093805585504,"Não","Sim","Sim"
"Intermediário",4.3,93.6896149289861,"Não","Não","Não"
"Avançado",1.8,85.1692892296003,"Sim","Sim","Sim"
"Intermediário",1.7,94.7316326215077,"Não","Sim","Não"
"Avançado",1.9,142.918779688368,"Não","Sim","Não"
"Intermediário",3.8,95.6404786793543,"Não","Sim","Não"
"Intermediário",2.2,103.467355747614,"Não","Sim","Sim"
"Avançado",4.2,78.3282227686303,"Sim","Não","Não"
"Avançado",3.2,111.992797611125,"Não","Não","Não"
"Avançado",2.7,94.4795928764833,"Não","Não","Sim"
"Intermediário",3.7,92.5430783145539,"Sim","Sim","Sim"
"Avançado",2.4,79.8214893049752,"Sim","Não","Não"
"Intermediário",2.3,82.882826916134,"Sim","Sim","Sim"
"Básico",4.3,154.128815457567,"Não","Não","Não"
"Intermediário",2.7,147.015150050204,"Não","Não","Sim"
"Intermediário",3.9,111.555381442399,"Não","Não","Não"
"Avançado",4.5,97.5194074514582,"Sim","Não","Sim"
"Intermediário",1.4,103.655728898432,"Não","Não","Sim"
"Intermediário",3.4,113.438772047903,"Não","Não","Sim"
"Avançado",4.8,105.278422220767,"Sim","Não","Sim"
"Básico",1,78.2798485988533,"Não","Não","Sim"
"Básico",1.8,108.191830033504,"Não","Sim","Sim"
"Avançado",4.6,80.5974408996256,"Sim","Não","Não"
"Avançado",4,79.401863599345,"Não","Não","Sim"
"Intermediário",1.5,102.187796787932,"Sim","Sim","Não"
"Avançado",2,125.193903809866,"Sim","Não","Sim"
"Avançado",3.1,120.370245189372,"Sim","Não","Sim"
"Intermediário",4.5,52.5628246912291,"Sim","Sim","Sim"
"Avançado",1.5,74.5125983785189,"Sim","Não","Sim"
"Básico",2.3,87.4244110161235,"Não","Não","Sim"
"Básico",4.6,114.406595553072,"Sim","Não","Não"
"Intermediário",4.3,91.1104265574822,"Sim","Não","Sim"
"Básico",3.4,76.2333686239722,"Sim","Não","Não"
"Básico",3.5,99.8091705359574,"Sim","Sim","Não"
"Intermediário",1.9,112.492167291138,"Não","Não","Sim"
"Básico",3.2,147.096398536986,"Não","Não","Não"
"Básico",1.1,70.7608109278672,"Não","Sim","Não"
"Básico",2.7,99.7231089198804,"Sim","Sim","Sim"
"Avançado",4.1,110.778108851144,"Sim","Não","Não"
"Avançado",3.2,87.3676752656582,"Sim","Sim","Não"
"Avançado",3.2,69.8579202979225,"Não","Sim","Sim"
"Intermediário",4.5,70.7907723762762,"Não","Não","Não"
"Avançado",4.5,120.16020497002,"Não","Sim","Sim"
"Avançado",1.7,100.53266058501,"Sim","Não","Não"
"Avançado",1.8,118.563172083821,"Não","Não","Sim"
"Intermediário",3,101.555371955661,"Sim","Não","Não"
